 no_of_dependents, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, loan_status, education_ Graduate, education_ Not Graduate, self_employed_ No, self_employed_ Yes,loan_status_encoded
2,1400000,4700000,20,563,400000,2300000,2800000,Approved,1.0,0.0,1.0,0.0,1
2,8400000,20700000,6,513,500000,16400000,18800000,Rejected,0.0,1.0,1.0,0.0,0
5,6500000,18900000,12,427,5100000,1900000,18200000,Rejected,0.0,1.0,0.0,1.0,0
0,6800000,14400000,8,812,15200000,4500000,21100000,Approved,0.0,1.0,0.0,1.0,1
5,5200000,12200000,20,513,13400000,2000000,16800000,Rejected,0.0,1.0,1.0,0.0,0
4,5200000,14100000,16,483,11800000,800000,19200000,Rejected,1.0,0.0,1.0,0.0,0
4,1400000,2700000,18,703,600000,1300000,5400000,Approved,1.0,0.0,1.0,0.0,1
5,1100000,3900000,20,858,3200000,1200000,3800000,Approved,0.0,1.0,1.0,0.0,1
5,3300000,9100000,18,697,8800000,1800000,11300000,Approved,1.0,0.0,1.0,0.0,1
2,7100000,19700000,20,890,13900000,3900000,22200000,Approved,0.0,1.0,0.0,1.0,1
0,8300000,17500000,20,643,24800000,8900000,18800000,Approved,0.0,1.0,0.0,1.0,1
0,2400000,5900000,14,319,2000000,4200000,9500000,Rejected,1.0,0.0,0.0,1.0,0
2,6500000,25100000,20,848,11500000,8600000,17400000,Approved,0.0,1.0,0.0,1.0,1
0,2000000,6700000,8,461,4900000,2200000,7200000,Rejected,1.0,0.0,0.0,1.0,0
3,2500000,8800000,12,538,4900000,1800000,9100000,Rejected,0.0,1.0,0.0,1.0,0
0,3000000,9600000,12,620,7900000,0,8600000,Approved,1.0,0.0,1.0,0.0,1
3,600000,1800000,4,843,1400000,300000,1700000,Approved,0.0,1.0,0.0,1.0,1
5,1100000,2800000,10,647,2700000,2000000,4300000,Approved,0.0,1.0,0.0,1.0,1
0,1600000,3400000,8,867,-100000,2700000,4300000,Approved,0.0,1.0,0.0,1.0,1
3,4700000,12800000,16,740,2200000,8600000,11700000,Approved,0.0,1.0,0.0,1.0,1
4,1500000,4600000,6,524,3700000,2000000,5000000,Rejected,0.0,1.0,0.0,1.0,0
0,1800000,6900000,10,853,900000,400000,3700000,Rejected,1.0,0.0,1.0,0.0,0
5,6400000,21500000,16,728,300000,5200000,17400000,Approved,1.0,0.0,1.0,0.0,1
5,600000,1400000,10,877,1400000,400000,2000000,Approved,1.0,0.0,0.0,1.0,1
2,6900000,20900000,2,302,18700000,10700000,26900000,Approved,1.0,0.0,1.0,0.0,1
5,1900000,4900000,4,442,3200000,2100000,5800000,Rejected,0.0,1.0,0.0,1.0,0
5,7000000,23000000,18,803,18700000,6300000,27800000,Approved,1.0,0.0,1.0,0.0,1
0,3800000,14900000,6,899,7800000,600000,12400000,Approved,0.0,1.0,0.0,1.0,1
5,2500000,9400000,16,735,0,2200000,9500000,Approved,0.0,1.0,0.0,1.0,1
3,5100000,11000000,6,336,-100000,5800000,11600000,Rejected,1.0,0.0,1.0,0.0,0
0,9800000,32600000,10,704,7000000,12100000,30000000,Approved,1.0,0.0,0.0,1.0,1
0,2900000,9700000,2,820,6700000,1600000,9100000,Approved,1.0,0.0,0.0,1.0,1
3,9700000,37800000,12,700,13400000,6100000,25800000,Approved,1.0,0.0,1.0,0.0,1
3,2400000,4800000,12,895,6800000,300000,7300000,Approved,1.0,0.0,0.0,1.0,1
4,8600000,21400000,14,476,6200000,2700000,28000000,Rejected,0.0,1.0,0.0,1.0,0
0,4100000,12800000,8,799,3700000,700000,9400000,Approved,0.0,1.0,0.0,1.0,1
4,7100000,19900000,14,852,4700000,3200000,19700000,Approved,0.0,1.0,1.0,0.0,1
3,8000000,25300000,4,306,22300000,7300000,24400000,Approved,1.0,0.0,0.0,1.0,1
4,5900000,14400000,6,745,15300000,5100000,16500000,Approved,1.0,0.0,1.0,0.0,1
4,600000,1600000,20,869,1400000,1000000,1700000,Approved,1.0,0.0,1.0,0.0,1
5,4400000,17300000,20,840,3600000,5100000,12900000,Approved,1.0,0.0,0.0,1.0,1
4,2600000,8800000,10,682,4500000,4700000,10300000,Approved,0.0,1.0,1.0,0.0,1
0,4000000,10300000,4,819,11100000,1200000,15200000,Approved,0.0,1.0,0.0,1.0,1
5,1100000,4300000,10,388,3200000,1400000,3300000,Rejected,0.0,1.0,1.0,0.0,0
3,9200000,27700000,20,688,4800000,16300000,25800000,Approved,0.0,1.0,0.0,1.0,1
2,7200000,17000000,10,856,18100000,12700000,15800000,Approved,0.0,1.0,1.0,0.0,1
0,1200000,2700000,2,638,1500000,500000,2700000,Approved,1.0,0.0,0.0,1.0,1
0,3000000,6500000,2,691,7800000,4500000,8900000,Approved,0.0,1.0,1.0,0.0,1
0,3600000,8700000,10,309,6300000,1000000,8600000,Rejected,1.0,0.0,1.0,0.0,0
0,9000000,18700000,18,865,26800000,0,20900000,Approved,0.0,1.0,0.0,1.0,1
0,7100000,20700000,10,784,9500000,11400000,27900000,Approved,1.0,0.0,1.0,0.0,1
4,9200000,25400000,14,765,21200000,6600000,25100000,Approved,1.0,0.0,0.0,1.0,1
5,5000000,10600000,6,839,12600000,8600000,19800000,Approved,0.0,1.0,0.0,1.0,1
0,1000000,3200000,10,854,2600000,800000,2900000,Approved,1.0,0.0,0.0,1.0,1
2,7900000,16100000,18,318,17300000,2900000,29900000,Rejected,0.0,1.0,0.0,1.0,0
5,5300000,13700000,18,708,7600000,900000,19200000,Approved,0.0,1.0,0.0,1.0,1
2,7500000,23100000,4,824,12100000,10900000,26300000,Approved,0.0,1.0,1.0,0.0,1
5,9000000,23900000,12,658,5700000,4600000,32100000,Approved,0.0,1.0,1.0,0.0,1
2,8300000,20600000,12,729,22400000,9000000,31400000,Approved,0.0,1.0,0.0,1.0,1
5,7300000,26200000,10,751,1400000,12200000,26700000,Approved,1.0,0.0,1.0,0.0,1
2,2500000,6400000,6,708,6900000,200000,9900000,Approved,0.0,1.0,0.0,1.0,1
1,4400000,12300000,6,583,2400000,7900000,17200000,Approved,1.0,0.0,0.0,1.0,1
3,7600000,26400000,14,867,9200000,700000,27900000,Approved,0.0,1.0,0.0,1.0,1
1,1900000,4200000,4,620,4700000,2800000,7500000,Approved,1.0,0.0,0.0,1.0,1
4,1200000,2800000,6,366,3300000,300000,4200000,Rejected,0.0,1.0,0.0,1.0,0
0,8500000,33900000,4,665,8500000,12800000,17900000,Approved,0.0,1.0,1.0,0.0,1
1,2100000,7300000,16,826,1600000,3500000,7700000,Approved,1.0,0.0,0.0,1.0,1
0,5200000,12200000,16,783,5000000,2000000,11400000,Approved,1.0,0.0,1.0,0.0,1
1,4600000,10100000,4,618,2200000,100000,12900000,Approved,0.0,1.0,0.0,1.0,1
2,5600000,19100000,8,350,2700000,1200000,14200000,Rejected,1.0,0.0,0.0,1.0,0
4,1700000,5600000,8,395,2700000,800000,3500000,Rejected,0.0,1.0,1.0,0.0,0
2,6500000,23900000,18,457,1200000,12400000,18100000,Rejected,0.0,1.0,1.0,0.0,0
1,4200000,11300000,4,704,4700000,2800000,14900000,Approved,1.0,0.0,0.0,1.0,1
1,5600000,13700000,8,491,10100000,3700000,18500000,Rejected,0.0,1.0,0.0,1.0,0
1,1100000,3500000,8,562,2300000,1200000,3200000,Approved,1.0,0.0,1.0,0.0,1
2,8800000,17700000,14,706,22900000,4300000,30300000,Approved,1.0,0.0,1.0,0.0,1
4,9100000,26600000,2,812,23300000,11900000,33100000,Approved,1.0,0.0,1.0,0.0,1
5,7000000,26900000,4,889,1400000,4200000,22400000,Approved,0.0,1.0,0.0,1.0,1
1,8000000,28000000,20,830,22400000,12600000,25600000,Approved,0.0,1.0,0.0,1.0,1
3,4100000,10900000,8,548,8800000,5200000,13200000,Rejected,0.0,1.0,0.0,1.0,0
4,3900000,12300000,18,784,7600000,6900000,13100000,Approved,1.0,0.0,0.0,1.0,1
1,6200000,16900000,2,396,10600000,7500000,23700000,Rejected,1.0,0.0,0.0,1.0,0
5,3500000,9500000,4,664,9500000,500000,7800000,Approved,0.0,1.0,0.0,1.0,1
3,5000000,12700000,14,865,4700000,8100000,19500000,Approved,1.0,0.0,1.0,0.0,1
2,5100000,19700000,20,590,7400000,9300000,19400000,Approved,1.0,0.0,0.0,1.0,1
0,3000000,9600000,6,644,3900000,700000,10500000,Approved,1.0,0.0,0.0,1.0,1
1,6900000,19500000,2,809,6100000,10600000,22900000,Approved,1.0,0.0,1.0,0.0,1
5,9000000,21300000,14,602,3400000,7700000,35400000,Approved,1.0,0.0,1.0,0.0,1
3,1600000,5700000,4,707,3300000,2700000,6200000,Approved,1.0,0.0,0.0,1.0,1
1,1600000,4100000,6,391,4300000,1400000,5700000,Rejected,1.0,0.0,0.0,1.0,0
4,9500000,23500000,14,380,22900000,6700000,25100000,Rejected,1.0,0.0,0.0,1.0,0
2,2100000,6600000,20,580,3800000,4100000,6200000,Approved,1.0,0.0,1.0,0.0,1
0,5300000,13700000,6,329,8800000,7600000,11200000,Rejected,1.0,0.0,0.0,1.0,0
0,3100000,10400000,18,622,1300000,5000000,7200000,Approved,1.0,0.0,1.0,0.0,1
3,9600000,19900000,14,452,4200000,16200000,28500000,Rejected,1.0,0.0,1.0,0.0,0
2,9500000,36800000,6,493,24100000,13800000,32100000,Rejected,0.0,1.0,0.0,1.0,0
3,3800000,15100000,20,540,9400000,1000000,9300000,Rejected,1.0,0.0,0.0,1.0,0
0,200000,300000,18,520,100000,300000,600000,Rejected,1.0,0.0,0.0,1.0,0
3,9200000,34300000,18,523,25600000,4000000,29100000,Rejected,1.0,0.0,1.0,0.0,0
5,1100000,2500000,4,827,2400000,1000000,4100000,Approved,0.0,1.0,1.0,0.0,1
2,9100000,31500000,14,679,10800000,16600000,20900000,Approved,1.0,0.0,0.0,1.0,1
0,3500000,8800000,12,803,5400000,300000,8400000,Approved,1.0,0.0,1.0,0.0,1
1,1600000,5400000,12,707,600000,1700000,6200000,Approved,1.0,0.0,1.0,0.0,1
0,3700000,9700000,12,501,2600000,6600000,9200000,Rejected,0.0,1.0,0.0,1.0,0
0,1100000,4100000,18,887,400000,1300000,2600000,Approved,0.0,1.0,1.0,0.0,1
5,1100000,2700000,4,889,1900000,1000000,2200000,Approved,0.0,1.0,0.0,1.0,1
2,6100000,23600000,2,476,4600000,2900000,22500000,Approved,1.0,0.0,1.0,0.0,1
3,3500000,12000000,2,786,600000,6400000,10700000,Approved,0.0,1.0,0.0,1.0,1
5,5700000,15000000,20,819,15500000,9800000,14100000,Approved,1.0,0.0,0.0,1.0,1
2,1700000,4200000,14,829,200000,1600000,4600000,Approved,0.0,1.0,1.0,0.0,1
3,8600000,21800000,20,641,5300000,8800000,24000000,Approved,1.0,0.0,0.0,1.0,1
4,1700000,4300000,18,580,1500000,2400000,6600000,Approved,1.0,0.0,1.0,0.0,1
0,3300000,9000000,18,754,6100000,3900000,6900000,Approved,1.0,0.0,0.0,1.0,1
2,3400000,12900000,14,857,3400000,2500000,8700000,Approved,1.0,0.0,1.0,0.0,1
1,7000000,27100000,6,591,6700000,12200000,21500000,Approved,1.0,0.0,1.0,0.0,1
2,3900000,9700000,8,539,4400000,7600000,7900000,Rejected,1.0,0.0,0.0,1.0,0
0,5200000,19000000,14,687,11900000,500000,19400000,Approved,1.0,0.0,1.0,0.0,1
2,9800000,32700000,2,304,4700000,19000000,24500000,Approved,0.0,1.0,0.0,1.0,1
4,5200000,20400000,20,761,4700000,1600000,14300000,Approved,1.0,0.0,1.0,0.0,1
5,3800000,14400000,2,345,3300000,800000,13000000,Approved,1.0,0.0,0.0,1.0,1
0,5200000,13400000,2,505,12000000,7900000,20400000,Rejected,1.0,0.0,1.0,0.0,0
1,2300000,6600000,18,513,4600000,900000,9000000,Rejected,0.0,1.0,1.0,0.0,0
5,7600000,24100000,18,721,21900000,11500000,22900000,Approved,0.0,1.0,1.0,0.0,1
5,5800000,14000000,14,418,3900000,10400000,15100000,Rejected,0.0,1.0,0.0,1.0,0
3,3400000,8900000,6,896,4200000,4800000,10200000,Approved,1.0,0.0,1.0,0.0,1
5,4700000,14400000,16,884,9900000,4400000,9300000,Approved,1.0,0.0,1.0,0.0,1
3,6800000,21200000,2,433,10700000,1900000,23200000,Approved,1.0,0.0,1.0,0.0,1
4,9200000,30300000,10,607,24000000,16600000,29600000,Approved,1.0,0.0,1.0,0.0,1
3,7000000,21600000,12,739,1600000,7600000,24500000,Approved,0.0,1.0,1.0,0.0,1
4,3400000,10500000,16,543,3100000,4500000,11100000,Rejected,0.0,1.0,1.0,0.0,0
1,6600000,19700000,12,758,16000000,4400000,18800000,Approved,0.0,1.0,1.0,0.0,1
4,1400000,4300000,16,447,3600000,1200000,5300000,Rejected,0.0,1.0,0.0,1.0,0
4,6800000,17000000,2,749,18000000,3800000,27100000,Approved,0.0,1.0,1.0,0.0,1
5,8800000,21600000,18,613,15400000,12100000,30000000,Approved,1.0,0.0,1.0,0.0,1
1,2600000,7200000,8,349,5900000,1400000,9400000,Rejected,1.0,0.0,1.0,0.0,0
3,9000000,30400000,6,638,16800000,11000000,26900000,Approved,1.0,0.0,0.0,1.0,1
0,7800000,29100000,20,435,21100000,13000000,17300000,Rejected,1.0,0.0,0.0,1.0,0
3,4300000,16300000,10,366,6900000,6700000,12300000,Rejected,1.0,0.0,1.0,0.0,0
3,9800000,28400000,12,487,8900000,15400000,30800000,Rejected,1.0,0.0,0.0,1.0,0
0,2000000,4700000,6,785,2900000,1800000,6700000,Approved,1.0,0.0,1.0,0.0,1
2,200000,700000,8,851,400000,200000,800000,Approved,1.0,0.0,1.0,0.0,1
2,8300000,20600000,10,504,100000,900000,33200000,Rejected,0.0,1.0,0.0,1.0,0
1,5300000,12000000,10,852,400000,10400000,18900000,Approved,0.0,1.0,0.0,1.0,1
3,8100000,29300000,2,413,8100000,15100000,25500000,Approved,0.0,1.0,0.0,1.0,1
2,9500000,25400000,16,451,19000000,2900000,33800000,Rejected,0.0,1.0,1.0,0.0,0
2,2800000,11000000,16,525,8200000,1800000,5800000,Rejected,1.0,0.0,1.0,0.0,0
3,4400000,15300000,16,865,1200000,8400000,15000000,Approved,1.0,0.0,0.0,1.0,1
4,1900000,4800000,12,656,1500000,1600000,5400000,Approved,1.0,0.0,0.0,1.0,1
3,6100000,22800000,18,640,16800000,7300000,19600000,Approved,0.0,1.0,0.0,1.0,1
0,2600000,7500000,2,853,4200000,3900000,9600000,Approved,1.0,0.0,0.0,1.0,1
2,8000000,17800000,20,549,2400000,9700000,27400000,Rejected,0.0,1.0,1.0,0.0,0
0,3500000,12300000,16,479,9700000,6000000,7900000,Rejected,1.0,0.0,1.0,0.0,0
2,5000000,14600000,10,808,4400000,3500000,17300000,Approved,0.0,1.0,0.0,1.0,1
3,3400000,13200000,8,783,6500000,300000,13000000,Approved,0.0,1.0,0.0,1.0,1
1,200000,500000,2,579,500000,100000,500000,Approved,0.0,1.0,0.0,1.0,1
0,7500000,15900000,2,535,17500000,5700000,23600000,Rejected,1.0,0.0,1.0,0.0,0
1,9200000,29200000,6,669,9900000,12900000,23400000,Approved,1.0,0.0,0.0,1.0,1
5,800000,1800000,8,881,300000,1100000,2600000,Approved,1.0,0.0,0.0,1.0,1
0,4400000,14100000,2,349,3300000,1300000,8800000,Approved,1.0,0.0,1.0,0.0,1
2,500000,1300000,4,427,1400000,500000,1800000,Rejected,1.0,0.0,0.0,1.0,0
1,7000000,20500000,10,414,19700000,7500000,20700000,Rejected,1.0,0.0,1.0,0.0,0
2,9300000,29000000,12,655,7900000,6800000,29900000,Approved,0.0,1.0,0.0,1.0,1
5,7600000,17500000,6,510,9100000,3500000,15700000,Rejected,0.0,1.0,1.0,0.0,0
1,8100000,29600000,4,672,8200000,5100000,21100000,Approved,1.0,0.0,1.0,0.0,1
1,9000000,22800000,10,412,0,15600000,32000000,Rejected,1.0,0.0,0.0,1.0,0
0,4200000,11000000,20,817,6700000,2400000,11700000,Approved,1.0,0.0,1.0,0.0,1
5,700000,2100000,14,863,100000,1200000,2700000,Approved,1.0,0.0,0.0,1.0,1
0,5000000,14400000,2,761,-100000,7300000,12600000,Approved,1.0,0.0,1.0,0.0,1
0,9700000,30400000,4,300,17100000,16600000,38100000,Approved,1.0,0.0,1.0,0.0,1
4,9300000,35500000,6,547,2800000,17800000,27000000,Rejected,1.0,0.0,0.0,1.0,0
5,4600000,12800000,14,769,13100000,8600000,12100000,Approved,0.0,1.0,0.0,1.0,1
1,4100000,8400000,20,608,1400000,8000000,10000000,Approved,1.0,0.0,1.0,0.0,1
3,1900000,7400000,18,592,2300000,3000000,6000000,Approved,0.0,1.0,1.0,0.0,1
4,5800000,15800000,14,528,6300000,100000,21400000,Rejected,1.0,0.0,0.0,1.0,0
5,900000,3100000,20,834,1000000,900000,2100000,Approved,0.0,1.0,1.0,0.0,1
2,3800000,11400000,6,706,1000000,4000000,12100000,Approved,1.0,0.0,1.0,0.0,1
4,9800000,32200000,18,593,9500000,400000,34000000,Approved,0.0,1.0,1.0,0.0,1
3,9700000,20600000,16,524,24200000,11100000,27400000,Rejected,0.0,1.0,1.0,0.0,0
3,9400000,24600000,10,414,8800000,13400000,23800000,Rejected,1.0,0.0,0.0,1.0,0
1,4900000,15200000,10,429,5700000,7300000,14400000,Rejected,1.0,0.0,0.0,1.0,0
0,7100000,15400000,18,707,10300000,10800000,19600000,Approved,1.0,0.0,1.0,0.0,1
3,4300000,8600000,8,881,9100000,5200000,15000000,Approved,1.0,0.0,1.0,0.0,1
3,4800000,10100000,4,368,9100000,5100000,16500000,Rejected,1.0,0.0,0.0,1.0,0
1,2800000,6900000,14,553,400000,4900000,6800000,Approved,1.0,0.0,1.0,0.0,1
3,6000000,12500000,18,851,14600000,5000000,16800000,Approved,0.0,1.0,0.0,1.0,1
0,2400000,9100000,8,368,2200000,200000,5600000,Rejected,0.0,1.0,0.0,1.0,0
2,6800000,21300000,20,658,7800000,7000000,25900000,Approved,0.0,1.0,1.0,0.0,1
3,1300000,3600000,16,624,2400000,2300000,3300000,Approved,0.0,1.0,1.0,0.0,1
0,4800000,17500000,2,371,11700000,6800000,18700000,Approved,0.0,1.0,0.0,1.0,1
2,1800000,5300000,2,679,1000000,1400000,5800000,Approved,1.0,0.0,1.0,0.0,1
0,8700000,18700000,10,346,1200000,1800000,30700000,Rejected,0.0,1.0,0.0,1.0,0
0,3600000,9900000,12,641,10300000,2400000,9100000,Approved,0.0,1.0,0.0,1.0,1
3,5800000,20600000,20,434,8400000,2700000,22600000,Rejected,0.0,1.0,1.0,0.0,0
4,700000,1800000,18,728,400000,1300000,2200000,Approved,1.0,0.0,1.0,0.0,1
1,3100000,6600000,20,837,4000000,4200000,12300000,Approved,0.0,1.0,1.0,0.0,1
4,8900000,30100000,2,747,20600000,12900000,20700000,Approved,0.0,1.0,1.0,0.0,1
5,9900000,33600000,20,580,7000000,10800000,37400000,Approved,0.0,1.0,1.0,0.0,1
2,4100000,11200000,6,442,12200000,4100000,10000000,Rejected,1.0,0.0,0.0,1.0,0
0,2400000,6900000,4,581,5100000,4500000,6000000,Approved,1.0,0.0,0.0,1.0,1
1,8400000,23400000,14,437,15400000,5800000,33400000,Rejected,0.0,1.0,1.0,0.0,0
5,3100000,9400000,10,414,200000,5300000,8000000,Rejected,1.0,0.0,1.0,0.0,0
2,3200000,8600000,18,638,1000000,4900000,8600000,Approved,0.0,1.0,1.0,0.0,1
0,1400000,3700000,4,841,3000000,1000000,4600000,Approved,0.0,1.0,0.0,1.0,1
4,1500000,4900000,16,392,1800000,1100000,3000000,Rejected,1.0,0.0,1.0,0.0,0
0,7800000,23300000,10,587,12500000,9300000,27500000,Approved,1.0,0.0,0.0,1.0,1
5,4400000,14900000,4,865,8200000,6200000,14900000,Approved,0.0,1.0,1.0,0.0,1
4,4900000,12800000,2,691,200000,4900000,14700000,Approved,1.0,0.0,0.0,1.0,1
3,8400000,32600000,4,509,22700000,12600000,32400000,Approved,1.0,0.0,1.0,0.0,1
1,600000,1200000,10,561,900000,300000,1400000,Approved,1.0,0.0,1.0,0.0,1
0,6300000,13300000,2,666,8800000,4000000,14200000,Approved,0.0,1.0,1.0,0.0,1
4,3900000,12400000,12,473,6400000,4700000,13100000,Rejected,0.0,1.0,0.0,1.0,0
1,6800000,16900000,12,779,13800000,10200000,23400000,Approved,0.0,1.0,1.0,0.0,1
1,7700000,27300000,8,509,10100000,2200000,20200000,Rejected,1.0,0.0,1.0,0.0,0
0,1500000,4900000,12,651,1600000,2800000,4600000,Approved,0.0,1.0,1.0,0.0,1
0,800000,2400000,2,716,700000,1200000,3100000,Approved,0.0,1.0,1.0,0.0,1
3,9000000,21400000,8,496,16400000,7300000,31800000,Rejected,0.0,1.0,1.0,0.0,0
1,3500000,12700000,4,350,5200000,6800000,12900000,Approved,0.0,1.0,1.0,0.0,1
4,9000000,18100000,12,764,600000,16500000,20800000,Approved,0.0,1.0,0.0,1.0,1
2,8700000,28400000,12,880,8000000,1800000,19400000,Approved,0.0,1.0,0.0,1.0,1
4,7900000,31500000,20,386,14300000,3800000,23800000,Rejected,0.0,1.0,1.0,0.0,0
4,1200000,3300000,2,564,2200000,500000,4700000,Approved,1.0,0.0,1.0,0.0,1
3,5100000,20400000,6,754,1700000,2600000,11800000,Approved,1.0,0.0,0.0,1.0,1
3,8300000,17200000,8,870,4700000,8800000,18300000,Approved,1.0,0.0,1.0,0.0,1
4,300000,500000,14,448,700000,100000,800000,Rejected,1.0,0.0,0.0,1.0,0
1,8600000,19600000,16,498,14800000,3000000,21000000,Rejected,1.0,0.0,0.0,1.0,0
0,2700000,6800000,20,796,700000,4200000,7000000,Approved,0.0,1.0,0.0,1.0,1
4,6400000,19700000,20,400,2300000,6100000,20100000,Rejected,0.0,1.0,1.0,0.0,0
5,400000,800000,18,304,900000,500000,1400000,Rejected,0.0,1.0,1.0,0.0,0
1,1900000,4500000,12,742,1200000,2000000,4400000,Approved,0.0,1.0,0.0,1.0,1
0,3300000,7700000,12,775,8200000,2100000,7400000,Approved,0.0,1.0,0.0,1.0,1
2,900000,2300000,20,367,0,1200000,3400000,Rejected,1.0,0.0,0.0,1.0,0
0,9400000,27000000,10,536,4400000,1700000,33800000,Rejected,0.0,1.0,0.0,1.0,0
3,6100000,24200000,12,672,300000,11100000,23500000,Approved,1.0,0.0,0.0,1.0,1
2,4300000,16000000,14,623,9800000,6700000,17000000,Approved,1.0,0.0,0.0,1.0,1
2,7900000,22500000,6,571,8100000,5300000,17900000,Approved,0.0,1.0,0.0,1.0,1
3,9700000,36000000,6,631,3500000,5500000,28500000,Approved,1.0,0.0,0.0,1.0,1
3,300000,1000000,12,469,600000,400000,700000,Rejected,0.0,1.0,0.0,1.0,0
4,5600000,13300000,20,869,3300000,7500000,20000000,Approved,0.0,1.0,1.0,0.0,1
3,1500000,5800000,18,420,800000,1900000,4100000,Rejected,1.0,0.0,0.0,1.0,0
2,9400000,22700000,14,505,4000000,16900000,24700000,Rejected,1.0,0.0,0.0,1.0,0
5,5900000,16000000,6,798,15900000,5000000,12300000,Approved,0.0,1.0,0.0,1.0,1
4,3800000,7800000,20,891,4600000,7000000,14300000,Approved,1.0,0.0,0.0,1.0,1
4,6600000,20500000,8,856,18800000,5400000,15100000,Approved,1.0,0.0,0.0,1.0,1
2,5200000,16200000,12,890,10500000,9600000,15800000,Approved,1.0,0.0,1.0,0.0,1
2,8500000,26900000,6,538,21300000,16400000,21500000,Rejected,0.0,1.0,0.0,1.0,0
1,2400000,8800000,18,414,3600000,2200000,7100000,Rejected,0.0,1.0,0.0,1.0,0
3,6300000,17700000,2,542,16800000,900000,16400000,Rejected,0.0,1.0,0.0,1.0,0
1,7000000,23000000,10,886,14000000,3700000,26700000,Approved,0.0,1.0,1.0,0.0,1
4,7600000,29900000,18,445,4800000,13900000,18400000,Rejected,0.0,1.0,1.0,0.0,0
4,7600000,16200000,20,657,1900000,9300000,28500000,Approved,1.0,0.0,0.0,1.0,1
0,6000000,23900000,4,394,6700000,5800000,21900000,Approved,1.0,0.0,0.0,1.0,1
5,1100000,4000000,2,362,1800000,1300000,3500000,Approved,0.0,1.0,1.0,0.0,1
2,3300000,7900000,20,829,4800000,2100000,13200000,Approved,1.0,0.0,1.0,0.0,1
5,8100000,25300000,8,796,15900000,12600000,21500000,Approved,1.0,0.0,1.0,0.0,1
0,8800000,30900000,12,729,1700000,700000,25700000,Approved,1.0,0.0,1.0,0.0,1
1,7500000,16000000,10,541,16300000,4500000,22400000,Rejected,1.0,0.0,1.0,0.0,0
4,8300000,17900000,20,846,12700000,1300000,26800000,Approved,0.0,1.0,1.0,0.0,1
4,2000000,4800000,8,302,1500000,800000,4000000,Rejected,0.0,1.0,1.0,0.0,0
0,1400000,5100000,6,890,4100000,1900000,5200000,Approved,1.0,0.0,0.0,1.0,1
3,4100000,10600000,14,475,5400000,4300000,13900000,Rejected,1.0,0.0,0.0,1.0,0
0,1200000,2800000,14,892,3200000,100000,3300000,Approved,0.0,1.0,0.0,1.0,1
1,4100000,11100000,6,405,12000000,2900000,9000000,Rejected,0.0,1.0,1.0,0.0,0
4,1000000,3800000,2,611,1700000,1800000,2500000,Approved,0.0,1.0,1.0,0.0,1
4,2400000,7100000,16,871,7000000,300000,8500000,Approved,1.0,0.0,0.0,1.0,1
4,9200000,29400000,14,517,4900000,0,33500000,Rejected,1.0,0.0,0.0,1.0,0
1,7400000,19200000,20,415,2200000,4800000,29200000,Rejected,1.0,0.0,1.0,0.0,0
0,2700000,8400000,6,744,1200000,4100000,7500000,Approved,1.0,0.0,0.0,1.0,1
3,500000,1000000,20,501,800000,800000,900000,Rejected,1.0,0.0,1.0,0.0,0
2,5300000,16700000,18,339,4600000,3300000,12000000,Rejected,1.0,0.0,1.0,0.0,0
5,3400000,9800000,8,559,3500000,2900000,8300000,Approved,1.0,0.0,0.0,1.0,1
3,6400000,15800000,18,628,6900000,2700000,24800000,Approved,1.0,0.0,0.0,1.0,1
5,3400000,11600000,16,479,9200000,5700000,11200000,Rejected,1.0,0.0,0.0,1.0,0
4,7300000,22900000,12,848,6300000,2900000,28500000,Approved,0.0,1.0,0.0,1.0,1
0,3100000,11100000,8,504,3500000,4600000,11400000,Rejected,1.0,0.0,1.0,0.0,0
1,4000000,10900000,14,598,3600000,6600000,13600000,Approved,1.0,0.0,0.0,1.0,1
0,4100000,11100000,16,785,6800000,5300000,8500000,Approved,1.0,0.0,0.0,1.0,1
0,9800000,38700000,2,611,6600000,10400000,33000000,Approved,1.0,0.0,0.0,1.0,1
0,8800000,25000000,4,400,11300000,4000000,23600000,Rejected,0.0,1.0,0.0,1.0,0
4,5900000,19600000,8,726,17400000,6800000,20100000,Approved,1.0,0.0,0.0,1.0,1
5,5400000,21200000,20,734,7300000,1800000,11500000,Approved,1.0,0.0,0.0,1.0,1
1,2800000,6800000,18,596,7900000,400000,7300000,Approved,0.0,1.0,1.0,0.0,1
2,4300000,11800000,20,701,11600000,4600000,14200000,Approved,0.0,1.0,1.0,0.0,1
3,4300000,12600000,18,482,9300000,900000,13200000,Rejected,0.0,1.0,1.0,0.0,0
2,4500000,12500000,12,418,400000,4300000,12400000,Rejected,0.0,1.0,0.0,1.0,0
4,1000000,2300000,16,543,200000,100000,2000000,Rejected,1.0,0.0,1.0,0.0,0
0,5200000,15600000,20,434,14100000,5800000,18100000,Rejected,0.0,1.0,1.0,0.0,0
3,4900000,17500000,20,823,12600000,8700000,14300000,Approved,0.0,1.0,0.0,1.0,1
5,3000000,11800000,6,847,8200000,2200000,7100000,Approved,0.0,1.0,1.0,0.0,1
3,4100000,15300000,6,440,7500000,5100000,8200000,Rejected,1.0,0.0,1.0,0.0,0
